Total Counts,6633.000,2427.000,2515.000,1634.000,1134.000,1221.000,6806.000,2871.000,2307.000,2067.000,1434.000,1413.000,1277.000,5706.000,2120.000,2055.000,1932.000,1713.000,1251.000,1259.000,5426.000,2727.000,2431.000,2148.000,1696.000,1509.000,1197.000,787.000,2625.000,2467.000,2255.000,1496.000,1641.000,1371.000,1289.000,4631.000,2574.000,2235.000,1829.000,1620.000,1394.000,1251.000,1559.000,2735.000,2050.000,1954.000,1722.000,1605.000,986.000,4795.000,2799.000,2285.000,1658.000,1613.000,1502.000,1216.000,4548.000,2583.000,2114.000,1983.000,1782.000,1242.000,1244.000,820.000,3804.000,2672.000,2162.000,2079.000,1597.000,1285.000,1323.000,804.000,3861.000,2869.000,2161.000,2017.000,1817.000,1418.000,1162.000,3818.000,2771.000,2253.000,1865.000,1574.000,1351.000,1219.000,3926.000,2482.000,2131.000,1838.000,1631.000,1479.000,1257.000,4044.000,2787.000,2073.000,1765.000,1550.000,1232.000,1231.000,741.000,3908.000,2521.000,2314.000,2132.000,1231.000,1475.000,1048.000,713.000,3440.000,2897.000,2265.000,1962.000,1513.000,1546.000,1219.000,4014.000,1948.000,1466.000,1960.000,1605.000,1404.000,1071.000,3998.000,2651.000,2203.000,1627.000,1831.000,1529.000,1295.000,764.000,3816.000,2817.000,2281.000,1462.000,1775.000,1459.000,1236.000,4248.000,2688.000,2184.000,1841.000,1883.000,1493.000,1192.000,2711.000,2676.000,2189.000,1917.000,1754.000,1292.000,1178.000,750.000,4097.000,2754.000,2373.000,2043.000,1375.000,1459.000,1282.000,4097.000,2359.000,2171.000,1783.000,1787.000,1035.000,1195.000,731.000,3275.000,2425.000,1254.000,1887.000,1513.000,1359.000,1284.000,809.000,3418.000,2636.000,2208.000,1942.000,1754.000,1251.000,1137.000,704.000,3122.000,2640.000,2228.000,1789.000,1771.000,1438.000,1127.000,3872.000,2450.000,1883.000,1494.000,1603.000,1380.000,1170.000,3808.000,2618.000,1833.000,1989.000,1411.000,1320.000,1247.000,3136.000,3070.000,2101.000,1844.000,1648.000,1554.000,1217.000,769.000,3606.000,2635.000,2339.000,1922.000,1375.000,1394.000,1194.000,2747.000,2665.000,1868.000,2056.000,1546.000,1492.000,1256.000,3630.000,2406.000,2189.000,1694.000,1545.000,1218.000,1163.000,3655.000,2653.000,2418.000,2022.000,1555.000,1229.000,1232.000,3583.000,2710.000,2024.000,2008.000,1782.000,1485.000,1147.000,779.000,3540.000,2432.000,2201.000,1972.000,1387.000,1199.000,3621.000,2616.000,2156.000,1878.000,1472.000,1399.000,1236.000,3610.000,2581.000,2198.000,1817.000,1272.000,1169.000,3068.000,2764.000,1917.000,1969.000,1618.000,1331.000,1248.000,3710.000,2703.000,2137.000,1807.000,1620.000,1375.000,983.000,3761.000,2340.000,2285.000,1970.000,1516.000,1174.000,1134.000,3495.000,2333.000,1901.000,1862.000,1677.000,1438.000,1124.000,3735.000,2516.000,2329.000,1890.000,1359.000,1320.000,1074.000,3284.000,2560.000,2704.000,2038.000,1611.000,1376.000,3067.000,2230.000,2130.000,1630.000,1630.000,1189.000,1011.000,3415.000,2430.000,2075.000,1863.000,1431.000,1337.000,1127.000,3654.000,2516.000,2211.000,1905.000,1671.000,1419.000,1239.000,3069.000,2739.000,2225.000,1823.000,1642.000,1335.000,1178.000,3496.000,2438.000,2060.000,1692.000,1428.000,1228.000,3772.000,2500.000,2385.000,2244.000,1596.000,1408.000,1076.000,3371.000,2708.000,2195.000,1763.000,1541.000,1106.000,1106.000,2803.000,2587.000,1989.000,1881.000,1720.000,1422.000,1151.000,3546.000,2670.000,2415.000,1979.000,1582.000,1349.000,1290.000,3490.000,2538.000,2164.000,1994.000,1797.000,1374.000,1178.000,2916.000,2806.000,1987.000,1840.000,1574.000,1299.000,905.000,3701.000,2811.000,2073.000,1854.000,1678.000,1494.000,1312.000,3102.000,2577.000,2419.000,1778.000,1605.000,1348.000,1170.000,3192.000,2592.000,2228.000,2026.000,1699.000,1339.000,1108.000,2302.000,2689.000,2296.000,1714.000,1652.000,1234.000,1221.000,2847.000,2639.000,2112.000,1909.000,1728.000,1459.000,970.000,3361.000,2936.000,2086.000,1929.000,1654.000,1308.000,1076.000,736.000,2955.000,2689.000,2099.000,2008.000,1671.000,1155.000,1157.000,3538.000,2644.000,1832.000,1637.000,1602.000,1330.000,1089.000,2673.000,2562.000,2248.000,1852.000,1540.000,1342.000,1025.000,3183.000,3074.000,1924.000,1806.000,1852.000,1446.000,1091.000,3715.000,2672.000,2005.000,1676.000,1612.000,1521.000,1049.000,3842.000,2531.000,2245.000,1901.000,1596.000,1193.000,947.000,3789.000,2007.000,1981.000,1651.000,1799.000,1240.000,1207.000,3276.000,2425.000,2090.000,1885.000,1379.000,1398.000,1096.000,2680.000,2638.000,2069.000,1903.000,1630.000,1468.000,1095.000,3275.000,2187.000,2225.000,1866.000,1760.000,1412.000,1144.000,2650.000,2513.000,2336.000,2012.000,1701.000,1352.000,1175.000,2821.000,2717.000,2190.000,1709.000,1746.000,1271.000,1211.000,2958.000,2398.000,2229.000,1608.000,1435.000,1193.000,3506.000,2433.000,2041.000,1918.000,1565.000,1290.000,1172.000,3460.000,2774.000,2157.000,1595.000,1487.000,1246.000,1152.000,2440.000,2687.000,2183.000,1996.000,1604.000,1286.000,1037.000,3269.000,2659.000,2078.000,1906.000,1510.000,1340.000,1162.000,2863.000,2645.000,1856.000,1790.000,1813.000,1454.000,1108.000,3291.000,2618.000,1958.000,1786.000,1484.000,1303.000,997.000,3292.000,2438.000,2186.000,1797.000,1621.000,1513.000,1079.000,3192.000,2310.000,2218.000,1906.000,1561.000,1329.000,1174.000,3393.000,2579.000,1995.000,1876.000,1697.000,1499.000,1067.000,3115.000,2599.000,2211.000,1903.000,1246.000,1505.000,1112.000,3636.000,2532.000,2172.000,1433.000,1484.000,1224.000,1154.000,3095.000,2522.000,1811.000,2150.000,1386.000,1348.000,1101.000,3533.000,2469.000,1863.000,1785.000,1619.000,1429.000,1038.000,2377.000,2799.000,1852.000,1398.000,1635.000,1245.000,1121.000,3290.000,2380.000,2113.000,1759.000,1621.000,1304.000,1175.000,3435.000,2219.000,2186.000,1633.000,1466.000,913.000,3275.000,2339.000,2198.000,1969.000,1445.000,1349.000,1109.000,3047.000,2738.000,2321.000,1829.000,1693.000,1440.000,927.000,2690.000,2470.000,2239.000,1877.000,1683.000,1431.000,1069.000,3519.000,2523.000,1916.000,1974.000,1548.000,1408.000,1069.000,3063.000,2439.000,2155.000,1843.000,1558.000,1290.000,1034.000,2706.000,2461.000,2392.000,1793.000,1508.000,1430.000,3279.000,1514.000,2241.000,1953.000,1523.000,1331.000,1106.000,2084.000,2530.000,1799.000,1573.000,1248.000,1466.000,1108.000,2350.000,2707.000,2227.000,1893.000,1602.000,1235.000,984.000,3351.000,2030.000,2254.000,1929.000,1504.000,1389.000,1085.000,3126.000,2837.000,1694.000,1934.000,1460.000,1124.000,1109.000,2972.000,2601.000,2151.000,1769.000,1765.000,1250.000,1079.000,2680.000,2284.000,2301.000,1590.000,1503.000,1268.000,1135.000,2940.000,2392.000,2021.000,1886.000,1521.000,1272.000,1044.000,3468.000,2464.000,1923.000,1745.000,1596.000,1280.000,1046.000,2819.000,2562.000,1716.000,1801.000,1412.000,1310.000,917.000,2992.000,2425.000,2085.000,1388.000,1659.000,1129.000,1060.000,3260.000,2519.000,2122.000,1761.000,1506.000,1348.000,1083.000,3123.000,2357.000,2345.000,1680.000,1403.000,1454.000,983.000,2988.000,1968.000,1596.000,1731.000,1524.000,1310.000,1084.000,2525.000,2512.000,1521.000,1404.000,1301.000,1089.000,2745.000,2433.000,1518.000,1742.000,1495.000,1344.000,1079.000,3189.000,2337.000,2087.000,1940.000,1487.000,1292.000,975.000,3159.000,2581.000,1950.000,1799.000,1690.000,1279.000,1004.000,2912.000,2531.000,1936.000,1900.000,1656.000,1090.000,3076.000,2548.000,2217.000,1439.000,1448.000,1284.000,1060.000,3002.000,2425.000,2020.000,1936.000,1157.000,1110.000,862.000,2716.000,2219.000,2147.000,2029.000,1417.000,1355.000,1047.000,2795.000,2553.000,2134.000,1644.000,1571.000,1296.000,1039.000,3255.000,2482.000,1944.000,1654.000,1430.000,1372.000,1079.000,2553.000,2286.000,2185.000,1791.000,1551.000,1218.000,1003.000,2714.000,2283.000,1577.000,1714.000,1523.000,1236.000,965.000,3089.000,2635.000,1671.000,1974.000,1557.000,1337.000,1038.000,2767.000,1877.000,2026.000,1838.000,1734.000,1269.000,1053.000,3018.000,2472.000,1808.000,1650.000,1398.000,1147.000,1107.000,2919.000,2532.000,1954.000,1806.000,1577.000,1363.000,996.000,2876.000,2370.000,1911.000,1802.000,1489.000,1412.000,1038.000,2747.000,2528.000,2018.000,1937.000,1475.000,1327.000,1078.000,3221.000,2354.000,2134.000,1839.000,1507.000,1301.000,943.000,3194.000,2428.000,2011.000,1528.000,1196.000,1038.000,2838.000,2644.000,2071.000,1780.000,1623.000,1379.000,1037.000,3150.000,2619.000,1642.000,1451.000,1529.000,1307.000,1027.000,3186.000,2491.000,1988.000,1637.000,1508.000,1416.000,914.000,2959.000,2304.000,2017.000,1556.000,1517.000,1369.000,934.000,3106.000,2692.000,2091.000,1752.000,1517.000,1031.000,2783.000,2050.000,1832.000,1634.000,1405.000,1422.000,797.000,3075.000,1921.000,2184.000,1947.000,1462.000,1280.000,1118.000,2295.000,2362.000,1951.000,1923.000,1246.000,1283.000,802.000,3210.000,2464.000,2288.000,1794.000,1541.000,1339.000,1025.000,2541.000,2500.000,2132.000,1581.000,1435.000,1569.000,932.000,3154.000,2173.000,1829.000,1696.000,1232.000,1484.000,925.000,3222.000,2367.000,2195.000,1872.000,1506.000,1093.000,967.000,3125.000,1761.000,1868.000,1788.000,1589.000,1246.000,1115.000,2986.000,2610.000,2053.000,1692.000,1693.000,1181.000,959.000,2976.000,1575.000,1855.000,1776.000,1459.000,1316.000,1003.000,2811.000,2340.000,2091.000,1807.000,1459.000,1325.000,996.000,2914.000,1974.000,1878.000,1815.000,1490.000,1295.000,907.000,2553.000,2571.000,1952.000,1735.000,1381.000,1281.000,1091.000,2825.000,2641.000,2098.000,2054.000,1570.000,1257.000,912.000,2730.000,2359.000,1871.000,1756.000,1411.000,1200.000,883.000,2864.000,2222.000,1880.000,1619.000,1585.000,1305.000,1000.000,3106.000,2568.000,2257.000,1469.000,1353.000,2780.000,2136.000,2130.000,1642.000,1536.000,1253.000,1026.000,2877.000,2242.000,1952.000,1478.000,1553.000,1227.000,879.000,2783.000,2638.000,1867.000,1771.000,1550.000,1317.000,867.000,2832.000,2562.000,2081.000,1386.000,1288.000,1142.000,968.000,2190.000,2426.000,2277.000,1551.000,1451.000,1232.000,913.000,3159.000,2526.000,1967.000,1590.000,1587.000,1260.000,899.000,2535.000,2360.000,1892.000,1598.000,1509.000,1306.000,937.000,3208.000,1924.000,1988.000,1500.000,1239.000,958.000,2705.000,2390.000,2102.000,1754.000,1561.000,1401.000,868.000,2596.000,2203.000,1769.000,1675.000,1502.000,1232.000,959.000,2889.000,2263.000,1921.000,1765.000,1374.000,1204.000,932.000,2984.000,2313.000,1918.000,1896.000,1477.000,1291.000,935.000,2758.000,2042.000,1669.000,1576.000,1474.000,1122.000,1011.000,2927.000,2378.000,1967.000,1466.000,1457.000,1101.000,919.000,2911.000,2483.000,2302.000,1968.000,1549.000,1320.000,974.000,2780.000,2379.000,1947.000,1673.000,1482.000,1311.000,2959.000,2247.000,1925.000,1465.000,1466.000,1109.000,900.000,2693.000,2468.000,1724.000,1634.000,1611.000,1397.000,1023.000,2038.000,1868.000,1877.000,1724.000,1380.000,1173.000,967.000,2940.000,2140.000,1769.000,1764.000,1341.000,1261.000,885.000,2623.000,2308.000,1979.000,1602.000,1543.000,1309.000,860.000,2714.000,2366.000,2084.000,1688.000,1425.000,1216.000,996.000,2915.000,2164.000,2099.000,1732.000,1424.000,1200.000,966.000,2593.000,2372.000,2141.000,1801.000,1393.000,1233.000,878.000,2901.000,1626.000,1774.000,1395.000,1538.000,1174.000,880.000,3150.000,2438.000,1749.000,1765.000,1529.000,1323.000,878.000,3056.000,2314.000,2070.000,1585.000,1447.000,1338.000,2856.000,2419.000,2026.000,1656.000,1465.000,1472.000,910.000,2261.000,2225.000,2114.000,1325.000,1524.000,1235.000,939.000,2934.000,2256.000,1978.000,1449.000,1321.000,1159.000,905.000,2651.000,2174.000,1884.000,1980.000,1553.000,1236.000,833.000,2814.000,2543.000,1690.000,1788.000,1336.000,1313.000,858.000,3308.000,2385.000,1963.000,1825.000,1408.000,1425.000,803.000,2598.000,2272.000,1795.000,1245.000,1267.000,2600.000,2528.000,1803.000,1779.000,1457.000,1294.000,2499.000,1836.000,1928.000,1684.000,1521.000,1132.000,2658.000,2202.000,1725.000,1668.000,1551.000,1189.000,2464.000,2005.000,2044.000,1782.000,1426.000,1263.000,2540.000,2470.000,2001.000,1898.000,1546.000,1221.000,3009.000,2427.000,1704.000,1657.000,1363.000,1154.000,767.000,2792.000,2557.000,1348.000,1688.000,1329.000,1210.000,773.000,2208.000,2503.000,2094.000,1763.000,1526.000,1149.000,786.000,2816.000,2246.000,2076.000,1513.000,1481.000,1192.000,870.000,3183.000,2061.000,2266.000,1851.000,1393.000,1300.000,880.000,2674.000,2085.000,1955.000,1784.000,1550.000,1206.000,736.000,2916.000,2265.000,1740.000,1715.000,1568.000,752.000,2184.000,1206.000,1897.000,1724.000,1427.000,1337.000,2855.000,2227.000,1652.000,1435.000,1310.000,2891.000,2234.000,2013.000,1853.000,835.000,1185.000
Uniform,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
