0,314.45297,649.72209
1,1053.83603,-1110.92273
2,370.33624,548.35984
3,500.43925,635.91462
4,332.33593,708.36107
5,815.82178,-772.37270
6,625.58393,-977.18243
7,160.13021,-619.77908
8,890.08680,-1090.57826
9,-750.55058,-1179.69616
10,966.59661,-1220.62761
11,617.25915,-497.32724
12,868.09955,-900.65042
13,625.28496,-389.63658
14,908.15185,-1039.12157
15,934.46080,-833.76864
16,-389.60599,32.11849
17,371.54198,797.42588
18,377.10141,554.95948
19,763.79222,-1025.55387
20,364.72736,521.12678
21,2360.61021,477.35753
22,1018.86261,330.30415
23,924.13539,-1144.74202
24,2458.72256,474.26310
25,606.85964,183.36504
26,2480.19472,431.01226
27,357.20742,713.39833
28,481.00568,507.83290
29,380.47274,708.36304
30,425.44391,230.41360
31,920.95862,-964.00494
32,348.10387,762.24221
33,1016.19897,-1263.27965
34,336.12648,586.65388
35,-601.97527,-1115.66982
36,963.88597,-1032.13971
37,691.66500,-950.77897
38,2481.96969,494.43346
39,760.52406,-831.60115
40,397.26080,760.64450
41,476.57810,699.42795
42,1161.81176,-1131.06744
43,253.90962,807.26450
44,704.75646,423.86778
45,343.80831,738.05200
46,575.32185,-427.22102
47,246.42846,885.37004
48,889.98621,-1145.36623
49,343.65828,729.51417
50,1046.09776,-994.12910
51,721.44363,-1016.81760
52,326.62831,706.18977
53,637.63955,-334.68396
54,300.08707,847.05217
55,386.88815,560.96589
56,405.62641,461.12098
57,482.09456,108.44592
58,1079.93370,-1134.14929
59,614.40396,189.14011
60,2519.46433,546.20793
61,850.92693,314.13827
62,654.10483,-768.57049
63,321.46857,661.81351
64,2333.74012,434.24797
65,330.66474,783.58448
66,430.77220,803.37004
67,985.89103,-1139.31627
68,528.61934,48.16798
69,955.08238,-1070.68633
70,1909.58861,429.84207
71,238.73797,821.37988
72,-620.31774,-31.77433
73,896.13708,-1082.70789
74,423.96835,742.73843
75,979.22678,-1186.67992
76,644.08441,264.23773
77,1027.73947,-1031.75096
78,573.66943,303.39843
79,305.06519,852.71298
80,603.97657,-146.70991
81,645.15388,-1109.02217
82,430.07193,255.94845
83,824.34546,-740.87710
84,737.50155,-684.95592
85,941.70666,-1211.51443
86,2450.54905,433.91876
87,2337.53626,572.52821
88,-1016.46803,-1365.58581
89,978.31236,-1137.01938
90,879.87124,-979.83606
91,277.27730,768.55674
92,896.15806,-1219.28175
93,397.98910,364.47544
94,587.84451,648.36341
95,566.20922,398.01633
96,459.99419,525.94263
97,1159.56124,311.44482
98,717.35840,-452.52748
99,2521.15783,526.38855
100,608.86374,209.40262
101,722.92852,560.07372
102,370.63025,720.25306
103,2466.93854,486.03894
104,268.45044,829.17292
105,368.16158,629.80207
106,414.54401,786.23019
107,2403.13582,476.63316
108,2448.18782,476.45380
109,1037.47796,-1194.84048
110,2485.74519,487.61761
111,383.55312,801.15852
112,490.33729,-875.97552
113,699.63169,-977.27063
114,923.06023,-969.41820
115,594.57855,252.72671
116,338.36284,674.79205
117,895.08121,-961.29117
118,841.81375,-746.44667
119,990.39355,-1006.61350
120,464.15708,775.44938
121,1103.33181,-1166.17071
122,624.47032,-235.80411
123,999.09155,-1189.38188
124,638.95607,296.20289
125,533.56093,-165.98720
126,709.39557,-768.19839
127,684.99015,-1049.26859
128,304.16562,728.41673
129,488.69047,628.89967
130,1036.07287,-1233.56827
131,984.85826,-1180.07172
132,2516.39267,507.28419
133,465.41897,591.59024
134,474.59243,268.10946
135,1093.35229,-1040.15875
136,894.71155,-1049.45205
137,618.63195,552.86315
138,660.55117,557.14732
139,1052.65619,-1102.58446
140,918.64896,-1189.83178
141,702.16431,394.89651
142,839.23996,-1091.30817
143,646.13811,626.79833
144,969.45999,-892.27951
145,2532.40668,463.18144
146,297.50946,795.22962
147,512.38426,484.42247
148,1007.25968,-1079.34622
149,655.27240,-1152.46778
150,646.75309,550.23900
151,574.25698,308.70680
152,870.17276,-950.62588
153,968.49254,-1145.77586
154,316.43955,694.85769
155,769.86609,-713.77083
156,565.91318,-386.32012
157,651.87269,361.55057
158,948.42823,-1026.91596
159,2385.48997,557.22211
160,406.11635,502.97540
161,523.03752,-971.98936
162,262.59896,700.38275
163,2472.16583,482.92672
164,471.82416,-110.53634
165,382.92684,612.44247
166,925.65477,-982.50711
167,521.48162,597.99149
168,2485.45363,501.26326
169,1091.92494,-1162.64540
170,692.28019,-943.29570
171,326.40042,718.83515
172,474.36268,517.53876
173,960.50407,-1306.16936
174,272.25632,662.88550
175,913.58249,-930.92973
176,360.79073,733.58985
177,635.77263,-690.16119
178,994.56485,-1093.03467
179,630.15556,406.29141
180,306.50961,765.50257
181,323.16544,735.90946
182,469.41463,282.75482
183,661.57211,-340.66233
184,988.81635,-1245.06691
185,958.56461,-1073.17152
186,409.69810,603.24439
187,2420.41638,431.46885
188,302.24571,718.51564
189,678.90784,-536.44362
190,713.40589,406.76400
191,994.31185,-936.51036
192,901.19931,-896.01231
193,464.59232,197.02489
194,267.21095,777.27964
195,543.66312,-910.68150
196,652.24217,522.47994
197,640.91621,-500.71111
198,253.55338,731.94278
199,2471.76418,544.89499
200,622.50288,673.34589
201,352.54433,705.06301
202,1041.17308,-1188.37086
203,667.60563,279.65590
204,882.23489,-972.64536
205,1490.78187,1540.94611
206,494.39481,110.76579
207,734.37097,-778.98297
208,617.49671,617.56110
209,910.50146,-1082.64050
210,389.99742,580.53180
211,393.91386,527.66630
212,278.14958,862.90730
213,276.99674,772.98659
214,855.52860,-938.25069
215,2027.32199,448.64260
216,986.51579,-1209.57076
217,1421.43464,339.94029
218,778.89349,-703.84844
219,773.12056,-1218.72244
220,1010.87103,-1074.41361
221,810.73483,-806.37828
222,507.02019,31.72911
223,663.86467,650.42304
224,656.78856,576.98641
225,284.53363,788.11773
226,726.50069,538.33686
227,533.65897,69.45916
228,687.88851,-957.79527
229,898.72948,-892.95736
230,885.21288,-963.93813
231,989.73577,-1044.27778
232,1069.37009,-1042.91384
233,2350.14869,507.43580
234,420.65814,583.78996
