13523;17513
2448;6570
10238;11052
3367;4411
6938;7229
9627;10195
13759;17161
7972;11500
5129;10764
3171;3925
137;5190
1702;6195
4907;5479
3752;8163
1478;1522
4980;16440
13316;13733
709;10316
598;5370
14708;14977
14766;17752
15418;19007
15345;18421
2021;2804
13330;13811
5420;12314
3176;5393
14073;19221
13925;14604
8469;10968
8094;12326
13060;13245
13447;17446
7023;8344
481;601
13522;16984
19124;19358
2258;5841
13078;14291
2332;3213
16354;17613
1076;5340
6914;8377
4633;6165
1365;7207
6659;7630
2949;6787
7566;7658
546;3977
913;7689
18120;18177
4757;6268
4775;9671
4896;5447
16556;17528
10950;11319
6397;9315
13508;14004
2126;3863
1831;5954
4787;5279
13721;16528
14858;17150
9685;10965
4892;7531
451;1088
7748;11439
4567;6434
8897;9679
15255;15491
17210;18441
13636;16454
14984;19356
17029;18968
14636;17559
7588;8884
665;3607
3319;3454
4389;6815
1273;1726
14934;19035
14707;19546
14026;15436
17577;19051
13630;14693
13410;16162
9986;11931
2959;10289
14780;18181
2572;3137
5948;8810
16394;16838
13404;14079
1013;6014
3769;4736
2232;8034
13397;16144
917;12102
5209;11016
13689;19337
3901;11868
3042;6214
11645;12530
2693;8683
1815;6987
9901;11226
16838;17832
4838;6276
14572;19644
2670;7958
16136;18339
8048;10025
10039;11851
13954;17515
10028;11919
5612;8600
2030;4507
645;1231
856;6605
6390;10470
6654;6948
11702;11967
1373;6257
560;1680
13932;18555
1775;6809
13851;15314
1239;1640
4118;5673
3157;7939
15307;16277
15268;17144
5017;6082
7267;9927
17010;19733
14555;15337
348;12339
15013;16323
13524;17101
14459;15866
676;7433
476;1003
13393;13770
2389;7137
2897;3582
3917;7461
10140;12386
14984;16344
12972;17451
2176;10574
7354;8368
11922;12053
16695;17161
12820;14801
13494;13812
2133;6394
15992;16398
2789;6406
13875;18023
17227;18088
13669;15373
2048;3292
239;3457
15345;18274
993;1125
13367;14453
32;2949
1663;6265
566;746
2682;2841
15183;15751
12675;15288
995;8707
18252;18907
2362;12474
18845;19188
13741;17263
7;2744
12712;17994
13132;19078
357;4591
1102;2319
556;8990
12976;19663
2965;10929
13076;17138
14467;18276
3805;5541
14290;19488
1509;3332
9625;10027
10889;11407
17579;18536
6286;11108
7575;9014
2287;3488
15599;15903
14691;16575
13175;15502
950;7922
14004;17065
8129;11497
3037;6339
2624;12253
19134;19704
2007;6963
7860;8919
15878;18340
16644;19589
13396;13729
13885;18716
9201;10559
15427;17807
92;1444
16812;18968
14429;18533
13048;14185
913;3067
8569;8804
1486;8025
6235;9397
3667;6235
151;3138
14444;15958
7594;8789
561;6723
245;7658
2055;6474
766;2291
12818;18173
9785;10755
6623;9230
126;8475
4504;4828
5781;6812
2133;7063
18681;19504
976;4572
12674;17632
17171;17507
14607;19762
4824;10251
4247;4397
10476;10729
5541;6248
1993;10432
14244;14953
14280;17271
713;6223
3635;11089
1669;4242
16697;18009
677;11438
23;6179
3538;9062
4403;4557
2856;6865
16494;16660
386;12005
773;3650
4122;5644
3480;4351
6808;9140
14001;14418
13315;15439
6117;9727
3080;11981
13381;18278
1576;6069
34;6516
7995;8705
15415;17040
10256;11181
1717;8620
2958;4765
645;3881
3861;6484
9188;9193
628;2179
11509;11707
4950;7919
16231;17521
15365;17832
17669;18049
2329;4078
1409;5852
9849;11749
16045;19298
12960;13325
4780;11992
14805;16004
15769;19572
1231;1363
5432;8725
5898;9250
906;8447
1049;7556
14977;17709
15812;15880
1855;2330
7784;8649
10922;12632
14858;18947
16706;19254
6761;11966
16269;19752
1275;7485
674;7035
3177;3368
10856;11759
16376;19220
528;7793
9756;10450
4228;10790
1546;7622
17997;18597
13043;13048
2885;5817
58;5993
10212;11523
9436;11591
471;7929
541;3848
13514;17073
13868;18121
6330;7212
1999;7750
2961;5539
18226;18515
436;1762
14125;15326
267;295
13088;14012
364;9676
2367;3410
11131;12213
10053;10438
8051;10929
6382;8696
2757;5987
14023;19134
553;5579
1007;6290
8895;10933
10409;12622
2957;7155
3172;9071
15582;16881
694;7856
15064;15140
4881;5066
3822;8353
1212;3585
16466;18216
18540;19401
13282;16301
15815;18453
11743;12328
2780;6379
12670;15662
2283;3542
15082;15541
1098;4859
16972;18547
16376;18316
16525;18850
10189;11380
1682;9332
6648;9780
11834;12437
1510;3943
5686;9421
10803;11261
940;1645
17366;18120
11430;12556
2776;2859
17143;18225
16140;19048
4017;4898
10449;10784
1634;6430
532;1918
6568;7347
1179;4606
433;1211
14716;17400
4796;7698
13971;18578
11168;12200
750;12607
2294;6861
7436;8416
10185;11484
